UniProt_Accession,Gene_Name,Confidence_Level,SMILES,InChI_Key,Molecular_Formula,Molecular_Weight,Classification
,tubulin,None,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ZDZOTLJHXYCWBA-UHFFFAOYSA-N,C43H53NO14,807.89,activator
,tubulin,None,CC1CCCC2C(O2)CC(OC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C,HESCAJZNRMSMJG-UHFFFAOYSA-N,C26H39NO6S,493.67,activator
,tubulin,None,CC1CCCC2(C(O2)CC(OC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,QXRSDHAAWVKZLJ-UHFFFAOYSA-N,C27H41NO6S,507.69,activator
,tubulin,None,CC1CCCC2C(O2)CC(OC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)CO)C,FCCNKYGSMOSYPV-UHFFFAOYSA-N,C26H39NO7S,509.67,activator
,tubulin,None,CC1CCCC2(C(O2)CC(OC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)CO)C)C,UKIMCRYGLFQEOE-UHFFFAOYSA-N,C27H41NO7S,523.69,activator
,tubulin,None,CC1CCCC=CCC(OC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC2=CSC(=N2)C)C,BEFZAMRWPCMWFJ-UHFFFAOYSA-N,C26H39NO5S,477.67,activator
,tubulin,None,CC1CCCC(=CCC(OC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC2=CSC(=N2)C)C)C,XOZIUKBZLSUILX-UHFFFAOYSA-N,C27H41NO5S,491.69,activator
,tubulin,None,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,FABUFPQFXZVHFB-UHFFFAOYSA-N,C27H42N2O5S,506.71,activator
,tubulin,None,CC1CCCC2(C(O2)CC(OC(=O)CC(C(C(=O)C(C1O)CC=C)(C)C)O)C3=CC4=C(C=C3)SC(=N4)C)C,BFZKMNSQCNVFGM-UHFFFAOYSA-N,C30H41NO6S,543.73,activator
,tubulin,None,CC1C=C2C(C3C1C4(C(C3O)C5C(C(C4OC(=O)C)OC(=O)C)C6(C(CC7C(C6OC(=O)C)O7)C(=O)C5O)C)C)(C(C(=O)O2)(C)O)C,FFQOXBQSZPYHSA-UHFFFAOYSA-N,C34H44O13,660.71,activator
,tubulin,None,CC1C2C(C(C3C2(C(C(C4C3C(C(=O)C5C4(C(C6C(C5)O6)OC(=O)C)C)O)OC(=O)C)OC(=O)C)C)O)C7(C(C(=O)OC78C1O8)(C)O)C,BWKYBGRKQMTOQL-UHFFFAOYSA-N,C34H44O14,676.71,activator
,tubulin,None,CC1C2C(C(C3C2(C(CC4C3C(C(=O)C5C4(C(C6C(C5)O6)OC(=O)CC(C)C)C)O)OC(=O)C)C)O)C7(C(C(=O)OC78C1O8)(C)O)C,QXHGQZYMGOEWAD-UHFFFAOYSA-N,C35H48O12,660.76,activator
,tubulin,None,CC1C=C2C(C3C1C4(C(C3OC(=O)C)C5C(C(C4OC(=O)C)OC(=O)C)C6(C(CC7C(C6OC(=O)C)O7)C(=O)C5O)C)C)(C(C(=O)O2)(C)O)C,PTTJLTMUKRRHAT-UHFFFAOYSA-N,C36H46O14,702.75,activator
,tubulin,None,CC=CC=CC(=O)NC(C1CC(=CC2CC(=C)CC(O2)CC=CC(=O)CC(=CC=CC(=O)O1)C)C)O,NJZJMJVVSZTAGX-UHFFFAOYSA-N,C29H37NO6,495.62,activator
,tubulin,None,CC1CC2CC=CC(O2)CC=CC(=O)OC(CC3C(O3)C(CC(=C)C1)O)C(C=CC4CC(=CCO4)C)O,MSBQEQDLFWWWMV-UHFFFAOYSA-N,C30H42O7,514.66,activator
,tubulin,None,CCC(CO)C=C(C)C1CC(CC(C(C2(C(C(CC(O2)CC(C(C(=O)O1)O)OC)OC)O)O)(C)C)O)OC,NETARJWZTMGMRM-UHFFFAOYSA-N,C27H48O11,548.67,activator
,tubulin,None,CC1C(OC(=O)C(C1O)C)CC(C=CC(C)C(C(C)C=C(C)CC(C)C(C(C)C(C(C)C=CC=C)OC(=O)N)O)O)O,AADVCYNFEREWOS-UHFFFAOYSA-N,C33H55NO8,593.80,activator
,tubulin,None,COC1=C(C=C(C=C1)C=CC2=CC(=C(C(=C2)OC)OC)OC)O,HVXBOLULGPECHP-UHFFFAOYSA-N,C18H20O5,316.35,activator
,tubulin,None,COC1=C(C=C(C=C1)C(=C)C2=CC(=C(C(=C2)OC)OC)OC)O,CNGKIRSNRQSORA-UHFFFAOYSA-N,C18H20O5,316.35,activator
,tubulin,None,COC1=C(C=C(C=C1)C(=CC#N)C2=CC(=CC(=C2)OC)OC)OC,QNZGJJKAOJFFSP-UHFFFAOYSA-N,C19H19NO4,325.36,activator
,tubulin,None,COC1=C(C=C(C=C1)C(=CC#N)C2=CC=CC=C2)OC,OZEQILUOTMGCBO-UHFFFAOYSA-N,C17H15NO2,265.31,activator
,tubulin,None,C1=CC=C(C(=C1)CN(CC2=CC(=C(C=C2)O)C(=O)O)CC3=C(C=CC(=C3)O)O)O,LZUFMKZPJDPRER-UHFFFAOYSA-N,C22H21NO6,395.41,activator
,tubulin,None,CC#CC1=C(C=C2CCC3C(C2=C1)CCC4(C3CCC4O)C)O,VFBWVXKSUXUBTB-UHFFFAOYSA-N,C21H26O2,310.44,activator
,tubulin,None,CC1=C(C2=C(O1)C(=C(C=C2)OC)O)C(=O)C3=CC(=C(C(=C3)OC)OC)OC,RADMJHVVIZTENA-UHFFFAOYSA-N,C20H20O7,372.37,activator
,tubulin,None,CC1=CC=C(C=C1)C2=NC=C(N2)C(=O)C3=CC(=C(C(=C3)OC)OC)OC,NQHVDNDKHQBFKP-UHFFFAOYSA-N,C20H20N2O4,352.39,activator
,tubulin,None,COC1=CC(=CC(=C1OC)OC)C(=O)C2=CN=C(N2)C3=CNC4=CC=CC=C43,WQGVHOVEXMOLOK-UHFFFAOYSA-N,C21H19N3O4,377.40,activator
,tubulin,None,CC1=CC=C(C=C1)C2=NC(=C(N2)C)C(=O)C3=CC(=C(C(=C3)OC)OC)OC,KIZGXCFMVZQTLQ-UHFFFAOYSA-N,C21H22N2O4,366.42,activator
,tubulin,None,CC1=CC(=CC(=C1O)C)C=C2CC3=CC(=C(C(=C3C2=O)N)OC)OC,KJTPWUVVLPCPJD-UHFFFAOYSA-N,C20H21NO4,339.39,activator
,tubulin,None,COC1=CC(=CC(=C1OC)OC)C2CC(=NN2C(=S)N)C3=CC=CC=C3,GONIBFCARADPAC-UHFFFAOYSA-N,C19H21N3O3S,371.46,activator
,tubulin,None,CSC1=CC=C(C=C1)COC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])N3CCOCC3,VPXGOSNPXCNGAI-UHFFFAOYSA-N,C19H20N2O5S,388.45,activator
,tubulin,None,CC1=NC=C(C=N1)C(=O)NC2=NC=C(C=C2)C3=CC(=CC=C3)S(=O)(=O)C4CC4,IOUSCHMIPYKNLC-UHFFFAOYSA-N,C20H18N4O3S,394.46,activator
,tubulin,None,CCOC(=O)C1=C(OC2=C(C1C3=CC(=C(C(=C3)Br)OC)OC)C=CC4=CC=CC=C42)N,ITFNTTDHGHFIHY-UHFFFAOYSA-N,C24H22BrNO5,484.35,activator
,tubulin,None,CCOC(=O)C1=C(OC2=C(C1C3=CC(=CC=C3)Cl)C=CC(=C2)N(C)C)N,HOVOUHOEFAJXSB-UHFFFAOYSA-N,C20H21ClN2O3,372.85,activator
,tubulin,None,CCC(C)C(C(=O)N(C)C(CCC1=NC(=CS1)C(=O)NC(CC2=CC=CC=C2)CC(C)C(=O)O)C(C)C)NC(=O)C3CCCCN3C,IUQKJKPHUBJDJV-UHFFFAOYSA-N,C36H55N5O5S,669.93,activator
,tubulin,None,COC1=CC2=C(C=C1)N(CCC2)C3=NC(=NC4=C3C=CC=N4)Cl,HAZYKJFAXKILAD-UHFFFAOYSA-N,C17H15ClN4O,326.79,activator
,tubulin,None,CC1=C(OC2=C1C=C(C(=C2)OC)C#CC3=CC=C(C=C3)OC)C(=O)C4=CC(=C(C(=C4)OC)OC)OC,MAVINRJACOHUHK-UHFFFAOYSA-N,C29H26O7,486.52,activator
,tubulin,None,COC1=C(C=C(C=C1)C(=O)C=CNC2=C(C=CC(=C2)C=CC3=CC(=C(C(=C3)OC)OC)OC)OC)N,UHFBTSFSPZNJQJ-UHFFFAOYSA-N,C28H30N2O6,490.56,activator
,tubulin,None,COC1=C(C=C(C=C1)C(=O)C=CNC2=C(C(=CC(=C2)C=CC3=CC(=C(C(=C3)OC)OC)OC)OC)OC)N,XUBPSHIWOJPDPE-UHFFFAOYSA-N,C29H32N2O7,520.58,activator
,tubulin,None,CCOC1=CC=C(C=C1)C2=CN(N=C2C3=CC(=C(C(=C3)OC)OC)OC)C,YWYCRTNRTJCKHS-UHFFFAOYSA-N,C21H24N2O4,368.43,activator
,tubulin,None,CN(C1=CC(=CC=C1)OC)C2=NC(=NC3=C2C4=C(N3)C=CC=C4Cl)N,SIXLBBWNJOZMNV-UHFFFAOYSA-N,C18H16ClN5O,353.81,activator
,tubulin,None,C1=CC(=CC=C1O)OC2=CC=C(C=C2)OC3=CC=C(C=C3)O,RLSMYIFSFZLJQZ-UHFFFAOYSA-N,C18H14O4,294.31,activator
,tubulin,None,COC1=C(C2=C(C=C1)C(CCCC2)C3=CC(=C(C(=C3)OC)OC)OC)O,CKYWSWVZTCVCTP-UHFFFAOYSA-N,C21H26O5,358.43,activator
,tubulin,None,CN(C1=CC(=C(C=C1)OC)N)C2=CC(=O)OC3=CC=CC=C32,BSBGOXRTSLNAPO-UHFFFAOYSA-N,C17H16N2O3,296.33,activator
,tubulin,None,COC1=CC=CC(=C1)C=C2C(=O)NC(=NC3=CC=C(C=C3)O)S2,OSEMTGKRLNKFCP-UHFFFAOYSA-N,C17H14N2O3S,326.38,activator
,tubulin,None,CN(C)C1=CC(=O)C2=C(C1=O)C=CC(=N2)C(=O)C3=CC(=C(C(=C3)OC)OC)OC,IAIQWYIFVMTJJP-UHFFFAOYSA-N,C21H20N2O6,396.40,activator
,tubulin,None,COC1=CC(=CC(=C1OC)OC)C(=O)C2=NC3=C(C=C2)C(=O)C=C(C3=O)N4CCCC4,STOTZBCIRHIDDT-UHFFFAOYSA-N,C23H22N2O6,422.44,activator
,tubulin,None,COC1=C(C2=C(C=C1)C(CCCO2)C3=CC(=C(C(=C3)OC)OC)OC)O,IKHJIQXEQCZFHM-UHFFFAOYSA-N,C20H24O6,360.41,activator
,tubulin,None,COC1=C(C=C(C=C1)C=CC2=CC(=C(C(=C2)OC)OC)OC)OP(=O)(O)O,WDOGQTQEKVLZIJ-UHFFFAOYSA-N,C18H21O8P,396.33,activator
,tubulin,None,COC1=C(C(=C(C=C1)C=CC2=CC(=C(C(=C2)OC)OC)OC)OP(=O)(O)O)OP(=O)(O)O,GSOXMQLWUDQTNT-UHFFFAOYSA-N,C18H22O12P2,492.31,activator
,tubulin,None,CC1=C(C2=C(O1)C(=C(C=C2)OC)OP(=O)([O-])[O-])C(=O)C3=CC(=C(C(=C3)OC)OC)OC.[Na+].[Na+],VVIPLWCZZYERCA-UHFFFAOYSA-L,C20H19Na2O10P,496.32,activator
,tubulin,None,COC1=C(C2=C(C=C1)C(=NCC(=O)N2)C3=CC(=C(C(=C3)OC)OC)OC)O,OKQAHCVYAMOIGD-UHFFFAOYSA-N,C19H20N2O6,372.38,activator
,tubulin,None,CC1=C2C(C3C4(C(CC5C(C4C(C(C2(C)C)(CC1OC(=O)C(C(CC(C)C)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO5)OC(=O)C)OC(O3)C=C)C)OC(=O)C,FDTAUJJRHBRHIJ-UHFFFAOYSA-N,C46H63NO15,870.00,activator
,tubulin,None,CC1=C2C3C(C4(CCC5C(C4C(C(C2(C)C)(CC1OC(=O)C(C(C6=C(C=CC=N6)F)NC(=O)OC(C)(C)C)O)O)OC(=O)C7=CC=CC=C7)(CO5)OC(=O)C)C)OC(O3)CN(C)C,MODVSQKJJIBWPZ-UHFFFAOYSA-N,C46H60FN3O13,881.99,activator
,tubulin,None,C1COCCN1CCOC2=CC=C(C=C2)C3=CN=C(C=C3)CC(=O)NCC4=CC=CC=C4,HUNGUWOZPQBXGX-UHFFFAOYSA-N,C26H29N3O3,431.54,activator
,tubulin,None,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)OC)C)OC,BMQGVNUXMIRLCK-UHFFFAOYSA-N,C45H57NO14,835.94,activator
,tubulin,None,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,RCINICONZNJXQF-UHFFFAOYSA-N,C47H51NO14,853.92,activator
,tubulin,None,COC1=CC(=CC(=C1OC)OC)C(=O)C2=CSC(=N2)C3=CNC4=CC=CC=C43,INKPISRRFDUVNC-UHFFFAOYSA-N,C21H18N2O4S,394.45,activator
,tubulin,None,CC1=NC2=C(CCC2)C(=N1)N(C)C3=CC=C(C=C3)OC,GQRFTXWUCZQCHM-UHFFFAOYSA-N,C16H19N3O,269.35,activator
,tubulin,None,CC1=NC2=C(CCC2)C(=N1)N(C)C3=CC=C(C=C3)SC,TWQXMRJSCLJOPP-UHFFFAOYSA-N,C16H19N3S,285.42,activator
,tubulin,None,CC(=O)NC1CCC2=CC(=C(C(=C2C3=C1C=C(C=C3)OP(=O)(O)O)OC)OC)OC,UGBMEXLBFDAOGL-UHFFFAOYSA-N,C20H24NO8P,437.39,activator
,tubulin,None,COC1=C(C=C(C=C1)NS(=O)(=O)C2=CC(=C(C(=C2)OC)OC)OC)O,ASGJXGPOSROPNU-UHFFFAOYSA-N,C16H19NO7S,369.40,activator
,tubulin,None,COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O,YJGVMLPVUAXIQN-UHFFFAOYSA-N,C22H22O8,414.41,activator
,tubulin,None,CC(=O)OC1C2COC(=O)C2CC3=CC(=C(C(=C3C4=CC5=C(C=C14)OCO5)OC)OC)OC,XJTXBUKLGQCZHC-UHFFFAOYSA-N,C24H24O9,456.45,activator
,tubulin,None,CC(C)C(C(=O)NC1=NC(=CS1)C2=CC(=C(C=C2)C(=O)C3=CC(=C(C(=C3)OC)OC)OC)N4C=NC=N4)N,UKKRUIXIDCWALA-UHFFFAOYSA-N,C26H28N6O5S,536.61,activator
,tubulin,None,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,VJJPUSNTGOMMGY-UHFFFAOYSA-N,C29H32O13,588.56,activator
,tubulin,None,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CS8)O)O,NRUKOCRGYNPUPR-UHFFFAOYSA-N,C32H32O13S,656.66,activator
,tubulin,None,CN(C1=CC=C(C=C1)OC)C2=NC(=NC3=CC=CC=C32)Cl,CIPVUQSDDVFBPO-UHFFFAOYSA-N,C16H14ClN3O,299.76,activator
,tubulin,None,CC1=NC2=CC=CC=C2C(=N1)N(C)C3=CC=C(C=C3)OC,SNHCRNMVYDHVDT-UHFFFAOYSA-N,C17H17N3O,279.34,activator
,tubulin,None,CN1C=CC2=C1C=CC3=C2CCCCC3C4=CC(=C(C(=C4)OC)OC)OC,BWBUFMLHKKEKPK-UHFFFAOYSA-N,C23H27NO3,365.47,activator
,tubulin,None,COC1=C(C2=C(C=C1)C(=CCC2)C3=CC(=C(C(=C3)OC)OC)OC)N,MKAJNQGWJAFIBW-UHFFFAOYSA-N,C20H23NO4,341.41,activator
,tubulin,None,CC1=NC2=CC=CC=C2C(=N1)N3CCCC4=C3C=CC(=C4)OC,SDVCOWGIPMODEC-UHFFFAOYSA-N,C19H19N3O,305.38,activator
,tubulin,None,CC1=NC2=CC=CC=C2C(=N1)N3CC(=O)N(C4=C3C=CC(=C4)OC)C,UMQBTOASEXHQBX-UHFFFAOYSA-N,C19H18N4O2,334.38,activator
,tubulin,None,CC1=NC2=CC=CC=C2C(=N1)C(=C)C3=CC(=C(C=C3)OC)O,JSUMHLAGZVXBKB-UHFFFAOYSA-N,C18H16N2O2,292.34,activator
,tubulin,None,CC1=NC2=CC=CC=C2C(=C1)C(=C)C3=CC(=C(C=C3)OC)O,UOHMIDHLKVSHEV-UHFFFAOYSA-N,C19H17NO2,291.35,activator
,tubulin,None,CC1(C=CC2=C(C=CC(=C2O1)C(=O)C=CC3=CC=C(C=C3)OC)OC)C,GZUOKKIDYHPTAZ-UHFFFAOYSA-N,C22H22O4,350.41,activator
,tubulin,None,CC1(C=CC2=C(C=CC(=C2O1)C(=O)C=CC3=CC=C(C=C3)N(C)C)OC)C,PIIMRZNFSPHJSW-UHFFFAOYSA-N,C23H25NO3,363.46,activator
,tubulin,None,CC1(C=CC2=C(C=CC(=C2O1)C(=O)C=CC3=CC(=C(C=C3)OC)O)OC)C,XJMCEQUUSGXSES-UHFFFAOYSA-N,C22H22O5,366.41,activator
,tubulin,None,CC1(C=CC2=C(C=CC(=C2O1)C(=O)C=CC3=CC(=C(C=C3)OC)N)OC)C,IUIOXMRMRADSKI-UHFFFAOYSA-N,C22H23NO4,365.43,activator
,tubulin,None,CC1(C=CC2=C(C=CC(=C2O1)C(=O)C=CC3=CC4=C(C=C3)N(C=C4)C)OC)C,VQFZBJDNIVNIEU-UHFFFAOYSA-N,C24H23NO3,373.45,activator
,tubulin,None,C1=CC=C(C=C1)NC(=O)NCCCl,GLAQLBSPTKQTEY-UHFFFAOYSA-N,C9H11ClN2O,198.65,activator
,tubulin,None,CC(C)(C)C1=CC=C(C=C1)NC(=O)NCCCl,LZYHJNCQMJNPKL-UHFFFAOYSA-N,C13H19ClN2O,254.76,activator
,tubulin,None,CC(C)C1=CC=C(C=C1)NC(=O)NCCCl,WCMNPZRWTSFQRQ-UHFFFAOYSA-N,C12H17ClN2O,240.73,activator
,tubulin,None,C1=CC(=CC=C1NC(=O)NCCCl)I,XBAXWLOJAOWLNT-UHFFFAOYSA-N,C9H10ClIN2O,324.55,activator
,tubulin,None,COC1=C(C=C(C=C1)C=CC2=CC=C(C=C2)NC(=O)NCCCl)O,NAHHWQYRIYTZNX-UHFFFAOYSA-N,C18H19ClN2O3,346.81,activator
,tubulin,None,COC1=CC(=CC(=C1OC)OC)C=CC2=CC=C(C=C2)N3CCNC3=O,DGQCLYJBZHNLFX-UHFFFAOYSA-N,C20H22N2O4,354.41,activator
,tubulin,None,COC1=CC(=CC(=C1OC)OC)OS(=O)(=O)C2=CC=C(C=C2)N3CCNC3=O,UPRHZERWUHIPQE-UHFFFAOYSA-N,C18H20N2O7S,408.43,activator
,tubulin,None,COC1=CC(=CC(=C1OC)OC)NS(=O)(=O)C2=CC=C(C=C2)N3CCNC3=O,FQLKPVBWUPASHV-UHFFFAOYSA-N,C18H21N3O6S,407.45,activator
,tubulin,None,COC1=C(C=C(C=C1)NS(=O)(=O)C2=C(C(=C(C(=C2F)F)F)F)F)F,ROZCIVXTLACYNY-UHFFFAOYSA-N,C13H7F6NO3S,371.26,activator
,tubulin,None,CN(C)C1=CC=C(C=C1)NS(=O)(=O)C2=C(C(=C(C(=C2F)F)F)F)F,CLMSOSHEPLACPG-UHFFFAOYSA-N,C14H11F5N2O2S,366.31,activator
,tubulin,None,CN1C=CC2=C1C=CC(=C2)NS(=O)(=O)C3=CC(=C(C(=C3)OC)OC)OC,RVHYPHQQHBTGMG-UHFFFAOYSA-N,C18H20N2O5S,376.43,activator
,tubulin,None,COC1=C(C=C(C=C1)CS(=O)(=O)C=CC2=C(C=C(C=C2OC)OC)OC)O,GHPUSRLWNSTQIK-UHFFFAOYSA-N,C19H22O7S,394.45,activator
,tubulin,None,COC1=C(C=C(C=C1)C=CC2=CC(=C(C(=C2)OC)OC)OC)N,QSAMWSFELUCKOA-UHFFFAOYSA-N,C18H21NO4,315.37,activator
,tubulin,None,COC1=C(C=C(C=C1)C=CC2=CC(=C(C(=C2)OC)OC)OC)F,DKOSAQJQZNPFLD-UHFFFAOYSA-N,C18H19FO4,318.34,activator
,tubulin,None,B(C1=C(C=CC(=C1)C=CC2=CC(=C(C(=C2)OC)OC)OC)OC)(O)O,QRZLVZGNSKRASS-UHFFFAOYSA-N,C18H21BO6,344.17,activator
,tubulin,None,COC1=C(C=C(C=C1)C=CC2=CC(=C(C(=C2)OC)OC)OC)N=[N+]=[N-],LSXRXIPRDRPDIN-UHFFFAOYSA-N,C18H19N3O4,341.37,activator
,tubulin,None,CC12CCC3C(C1CCC2O)CCC4=CC(=C(C=C34)OC)O,CQOQDQWUFQDJMK-UHFFFAOYSA-N,C19H26O3,302.41,activator
,tubulin,None,CC12CCC3C(C1CCC2O)CCC4=CC(=C(C=C34)OC)OS(=O)(=O)N,RWIXFHUXVURZCZ-UHFFFAOYSA-N,C19H27NO5S,381.49,activator
,tubulin,None,CCC1=C(C=C2CCC3C(C2=C1)CCC4(C3CCC4O)C)OS(=O)(=O)N,POSDSPVRJAJSEI-UHFFFAOYSA-N,C20H29NO4S,379.52,activator
,tubulin,None,CCC1=C(C=C2CCC3C(C2=C1)CCC4(C3CCC4OS(=O)(=O)N)C)OS(=O)(=O)N,LDOGEZTUWBORPG-UHFFFAOYSA-N,C20H30N2O6S2,458.60,activator
,tubulin,None,CC12CCC3C(C1CCC2OS(=O)(=O)N)CCC4=CC(=C(C=C34)OC)OS(=O)(=O)N,AQSNIXKAKUZPSI-UHFFFAOYSA-N,C19H28N2O7S2,460.57,activator
,tubulin,None,CC12CCC3C(C1CCC2CC#N)CCC4=CC(=C(C=C34)OC)OS(=O)(=O)N,NTSPHKOMJMBWOU-UHFFFAOYSA-N,C21H28N2O4S,404.53,activator
,tubulin,None,CCC1=C(C=C2CCC3C(C2=C1)CCC4(C3CCC4S(=O)(=O)C)C)OS(=O)(=O)N,ZMEGXNCIYOHBPM-UHFFFAOYSA-N,C21H31NO5S2,441.62,activator
,tubulin,None,CCC1=C(C=C2CCC3C(C2=C1)CCC4(C3CCC4CS(=O)(=O)C)C)OS(=O)(=O)N,ZUUHCFMPTFYBSE-UHFFFAOYSA-N,C22H33NO5S2,455.64,activator
,tubulin,None,CC12CCC3C(C1CC=C2)CCC4=CC(=C(C=C34)OC)C(=O)N,YQJWOUQGXATDAE-UHFFFAOYSA-N,C20H25NO2,311.43,activator
,tubulin,None,CC1CC2=CC(=C(C=C2CN1CC3=CC(=CC=C3)OC)OC)OS(=O)(=O)N,XBYPYYJZAJXDOK-UHFFFAOYSA-N,C19H24N2O5S,392.48,activator
,tubulin,None,COC1=C(C=C(C=C1)CS(=O)(=O)C=CC2=C(C=C(C=C2OC)OC)OC)N,KUTAVMCJCVADGZ-UHFFFAOYSA-N,C19H23NO6S,393.46,activator
,tubulin,None,COC1=C(C=C(C=C1)NS(=O)(=O)C=CC2=C(C=C(C=C2OC)OC)OC)N,OLRRWEXEHIWZJV-UHFFFAOYSA-N,C18H22N2O6S,394.45,activator
,tubulin,None,COC1=CC2=C(C=C1)NC(=C2)C(=O)C3=CC=CC=C3,ICMIJSRDISNKOC-UHFFFAOYSA-N,C16H13NO2,251.28,activator
,tubulin,None,CN1C=CC2=C1C=CC(=C2)C(=O)C3=CC(=C(C(=C3)OC)OC)OC,ZACNDXXBCBNGMV-UHFFFAOYSA-N,C19H19NO4,325.36,activator
,tubulin,None,CN1C=CC2=CC3=C(C=C21)C4=C(C(=C(C=C4CCC3O)OC)OC)OC,LKIRCUWACOJDGV-UHFFFAOYSA-N,C21H23NO4,353.42,activator
,tubulin,None,COC1=C(C=C(C=C1)CCC2=CC(=C(C(=C2)OC)OC)OC)O,UXDFUVFNIAJEGM-UHFFFAOYSA-N,C18H22O5,318.37,activator
,tubulin,None,CN1C=C(C2=C1C=CC(=C2)C(=C)C3=CC(=C(C(=C3)OC)OC)OC)C(=O)N,QLZAPAJHMZMKST-UHFFFAOYSA-N,C21H22N2O4,366.42,activator
,tubulin,None,CC(C1=CC(=C(C=C1)OC)O)C2=CC(=C(C(=C2)OC)OC)OC,QYGLZHAKPJPOGY-UHFFFAOYSA-N,C18H22O5,318.37,activator
,tubulin,None,COC1=C(C=C(C=C1)C(=O)C2=CC(=C(C(=C2)OC)OC)OC)O,HSLFWBPRHXGUAN-UHFFFAOYSA-N,C17H18O6,318.32,activator
,tubulin,None,COC1=C(C=C(C=C1)C(=O)C2=CC(=C(C(=C2)OC)OC)OC)N,DYUQYMALNRVYFE-UHFFFAOYSA-N,C17H19NO5,317.34,activator
,tubulin,None,CN1C=CC2=C1C=CC(=C2)N(C)C3=CC(=C(C(=C3)OC)OC)OC,OMPLUFJCTNJHQK-UHFFFAOYSA-N,C19H22N2O3,326.40,activator
,tubulin,None,COC1=C(C=C(C=C1)C=CC=CC2=CC(=C(C(=C2)OC)OC)OC)O,IHYRITYMVRTONN-UHFFFAOYSA-N,C20H22O5,342.39,activator
,tubulin,None,COC1=CC2=C(C=C1)C(=CN2)C=CC(=O)C3=CC(=C(C(=C3)OC)OC)OC,RFMQPBKSDJNGHI-UHFFFAOYSA-N,C21H21NO5,367.40,activator
,tubulin,None,CC(=CC1=CNC2=C1C=CC(=C2)OC)C(=O)C3=CC(=C(C(=C3)OC)OC)OC,GWWUXPAQFKXROY-UHFFFAOYSA-N,C22H23NO5,381.43,activator
,tubulin,None,COC1=C(C=C(C=C1)C=C2C(=O)C3=CC(=C(C(=C3O2)OC)OC)OC)O,LZMHHIWFIGTABL-UHFFFAOYSA-N,C19H18O7,358.35,activator
,tubulin,None,COC1=C(C(=C2CC(=CC3=C4C=CNC4=CC=C3)C(=O)C2=C1)OC)OC,OITKGYONTOHEDY-UHFFFAOYSA-N,C21H19NO4,349.39,activator
,tubulin,None,COC1=C(C=C(C=C1)C=C2CC3=C(C(=C(C=C3C2=O)OC)OC)OC)O,OGLCSQUVPUFRLX-UHFFFAOYSA-N,C20H20O6,356.37,activator
,tubulin,None,COC1=C(C=C(C=C1)C2=CC(=O)C3=CC(=C(C(=C3O2)OC)OC)OC)O,ASLSBHINEFFCIB-UHFFFAOYSA-N,C19H18O7,358.35,activator
,tubulin,None,CC1=CC2=C(C=C1)C(=C(S2)C(=O)C3=CC(=C(C(=C3)OC)OC)OC)N,DUHXHINAOXQPMB-UHFFFAOYSA-N,C19H19NO4S,357.43,activator
,tubulin,None,CN1C2=C(C=CC=C2OC)C(=C1C(=O)C3=CC(=C(C(=C3)OC)OC)OC)N,OOAFPLDVRMZKOK-UHFFFAOYSA-N,C20H22N2O5,370.41,activator
,tubulin,None,CN(C)C1=C(OC2=C1C=CC(=C2)OC)C(=O)C3=CC(=C(C(=C3)OC)OC)OC,OQQRKYNKMNGPEB-UHFFFAOYSA-N,C21H23NO6,385.42,activator
,tubulin,None,COC1=CC=C(C=C1)C2C(OCO2)C3=CC(=C(C(=C3)OC)OC)OC,CYTIICFOPOIYQD-UHFFFAOYSA-N,C19H22O6,346.38,activator
