Uniprot_Accession,Gene_Name,Classification,Confidence_Level,Similarity_Score,SMILES
P10415,BCL2,inhibitor,1,0.3058,O=C(O)C(C(C)C)N(C/1=O)C(SC1=C\C2=CC=C(Br)C=C2)=S
P61073,CXCR4,inhibitor,2,0.3058,N1(C2=NC(NCC3=CC(CNCCCNC4CCCCC4)=CC=C3)=C5C(NC=N5)=N2)CCNCC1
P06493,CDK1,inhibitor,1,0.3057,C1=CC(=C2C(=C1O)C(=CN2)C3=NC(=NC=C3)N)Br
Q00535,CDK5,inhibitor,3,0.3057,C1=CC(=C2C(=C1O)C(=CN2)C3=NC(=NC=C3)N)Br
P49137,MAPKAPK2,inhibitor,2,0.3057,O=C1C(C(NC2=CC=NC=C2)=C1NC(C3=CC(O)=CC=C3)C)=O
P49137,MAPKAPK2,inhibitor,2,0.3057,O=C(C(O1)=CC=C1C2=CC=CC=C2)NC3=CC=C(C4CCNC4)C=C3
,tubulin,activator,1,0.3057,C1=CC=C(C=C1)NC(=O)NCCCl
P49840,GSK3A,inhibitor,2,0.3056,CC1=NN=C(O1)C2=CC3=C(C=C2)OC=C3C4=CC=C(C=C4)S(=O)C
P49841,GSK3B,inhibitor,2,0.3056,CC1=NN=C(O1)C2=CC3=C(C=C2)OC=C3C4=CC=C(C=C4)S(=O)C
Q13535,ATR,inhibitor,2,0.3056,CN(C)S(=O)(=O)C1=CC=C(C=C1)C2=CN=C3N2N=C(C=C3)C4=C5C=CNC5=NC=C4
P25025,CXCR2,inhibitor,1,0.3056,B(C1=CC=CC=C1CSC2=NC=C(C=C2)C(=O)NC3=CC=C(C=C3)F)(O)O
P37231,PPARG,activator,2,0.3055,O=C(N(CC=C)C1=CC=C(OC(C)(C)C(OCC)=O)C=C1)NC2=NC=CS2
P16152,CBR1,inhibitor,2,0.3054,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O
P06493,CDK1,inhibitor,1,0.3054,OCC(CC)NC1=NC2=C(C(C)C)C=NN2C(NCC3=CC=CC=C3)=N1
P33527,ABCC1,inhibitor,2,0.3054,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O
P33527,ABCC1,inhibitor,2,0.3054,C/C/1=C\[C@@H]2[C@@H](C2(C)C)CC[C@@]3([C@H](O3)[C@H]4[C@H]([C@H](C[C@@]4(C1=O)OC(=O)/C=C/C5=CC=CC=C5)CO)O)C
P24941,CDK2,inhibitor,1,0.3054,CC(C)C1=C2N=C(N[C@@H](CO)CC)N=C(NCC3=CC=CC=C3)N2N=C1
P16152,CBR1,inhibitor,2,0.3053,CC(C)(C)N1C2=NC=NC(=C2C(=N1)C3=CC(=CC=C3)O)N
P52732,KIF11,inhibitor,1,0.3053,CC1=CC=C2C(CN(C(N(C)C)=O)C[C@@H]2C3=CC(O)=CC=C3)=C1C
P43405,SYK,inhibitor,2,0.3052,CC(C)(C1CCN(C2=NC=C(S2)C3=NC(NC4=NC=CC(C)=C4)=CC=C3)CC1)C(O)=O
P43405,SYK,inhibitor,2,0.3052,CC([CH])(C1CCN(C2=NC=C(C3=NC(NC4=NC=CC(C)=C4)=CC=C3)S2)CC1)C(O)=O
,tubulin,inhibitor,1,0.3052,COC1=C(C2=C(C=C1)C(=CCCCC2)C3=CC(=C(C(=C3)OC)OC)OC)O
P25025,CXCR2,inhibitor,1,0.3051,O=C1CC(C)(C)CC(NCC2=CC=CC=C2)=C1C(NC3=CC=CC=C3)=S
P16152,CBR1,inhibitor,2,0.3049,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O
P43351,RAD52,inhibitor,3,0.3049,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O
P43405,SYK,inhibitor,2,0.3049,C1CCC([C@@H](C1)N)NC2=CN=C3C(=NN(C3=N2)C4=CC(=CC=C4)N5N=CC=N5)N
Q6RVA0,MDR1,inhibitor,2,0.3049,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O
P00519,ABL1,inhibitor,3,0.3048,O=C(C(C)=C1C)C(NC2=CC(OC)=CC=C2OC)=C(Cl)C1=O
,tubulin,activator,1,0.3048,CC1=CC=C(C=C1)C2=NC=C(N2)C(=O)C3=CC(=C(C(=C3)OC)OC)OC
O14757,CHEK1,inhibitor,1,0.3047,C1=CC2=C(C=C1N)C3=C4C(=C(NC4=O)O)C5=NC=CN5C3=N2
P37231,PPARG,activator,2,0.3046,CC(=CCC/C(=C/CC1=C(C=C(C(=C1O)C(=O)O)CCC2=CC=CC=C2)OC)/C)C
P37231,PPARG,activator,2,0.3046,CC(=CCCC(=CCC1=C(C=C(C(=C1O)C(=O)O)CCC2=CC=CC=C2)OC)C)C
P49841,GSK3B,inhibitor,2,0.3046,C1=CC(=CC(=C1)N)C2=CC3=C(N2)N=CN=C3OC4=CC=CC(=C4)O
O14757,CHEK1,inhibitor,1,0.3046,C1CC(CN(C1)C2=C3C(=CNC3=NC=C2Br)NC(=O)C4CC4)N
O14757,CHEK1,inhibitor,1,0.3046,CN(C)CCOC1=CC=C(C=C1)C2=CC(=C(S2)NC(=O)N)C(=O)N
P16152,CBR1,inhibitor,2,0.3044,COC1=CC(=O)C2=C(NN=C2C1=O)CCNC(=O)OC
Q9NYY3,PLK2,inhibitor,1,0.3044,NC1=NC=NC2=C1C(C3=CC=C(NC(NC4=CC=CC(C)=C4)=O)C=C3)=CS2
P16949,STMN1,inhibitor,1,0.3044,CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=NC=NC(=C34)N
Q9H4B4,PLK3,inhibitor,3,0.3044,NC1=NC=NC2=C1C(C3=CC=C(NC(NC4=CC=CC(C)=C4)=O)C=C3)=CS2
Q6RVA0,MDR1,inhibitor,2,0.3043,CN1CCN(CC1)C2=CC=CC(=C2)NC3=NN4C=CC=C(C4=N3)C5=CC=C(C=C5)S(=O)(=O)C
,tubulin,inhibitor,1,0.3043,CC1=NC(=C(S1)C2=CC(=C(C=C2)OC)N)C3=CC(=C(C(=C3)OC)OC)OC
P33981,TTK,inhibitor,1,0.3042,O=C(NC1CC1)C2=CC=C(C=C2)C3=CN=C4C(NCC(C)C)=NC=CN43
O60885,BRD4,inhibitor,1,0.3042,CC1=C(C(N)=O)C=C(C2=CC=CC=C2NC3C(F)CCCC3)N1
Q14680,MELK,inhibitor,1,0.3039,CC(C)N(C)C1=C([N+]#[C-])C(N)=C(C(C2=CC=C(Cl)S2)=O)S1
P43405,SYK,inhibitor,2,0.3039,CC1=CC(C)=CC(NC2=NC(C3=NC(C)=C(CCO)S3)=CC=N2)=C1
P33527,ABCC1,inhibitor,2,0.3036,C[C@H]1CCC/C=C/[C@@H]2C[C@@H](C[C@H]2[C@@H](/C=C/C(=O)O1)O)O
,tubulin,inhibitor,1,0.3036,CC(=O)N1C(OC(=N1)C2=CC3=CC=CC=C3C=C2)C4=CC5=CC=CC=C5C=C4
,tubulin,inhibitor,1,0.3036,COC1=CC2=C(C=C1)C(=C(N2)C3=CC=CC=C3)C=O
P43405,SYK,inhibitor,2,0.3034,O=C(C)N(C)C1=CC=C(C=C1)NC2=NC(NC3CCC3)=C(N=CN4)C4=N2
Q14191,WRN,inhibitor,2,0.3034,CC(C)(CN1C(=O)C(=C(C1=O)Cl)Cl)CN2C(=O)C(=C(C2=O)Cl)Cl
,tubulin,activator,1,0.3034,CC1(C=CC2=C(C=CC(=C2O1)C(=O)C=CC3=CC=C(C=C3)OC)OC)C
O60885,BRD4,inhibitor,1,0.3034,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)N4CCN(CC4)C
O14965,AURKA,inhibitor,1,0.3033,COC(NC1=NN=C(SCC)S1)=O
P61073,CXCR4,inhibitor,2,0.3033,C1CNCCNCCCN(CCNC1)CC2=CC=C(C=C2)CNCC3=CC=CC=N3.Br.Br.Br.Br.Br.Br
P61073,CXCR4,inhibitor,2,0.3033,C1(CNCC2=CC=C(CN3CCNCCCNCCNCCC3)C=C2)=NC=CC=C1
P61073,CXCR4,inhibitor,2,0.3033,C1CNCCNCCCN(CCNC1)CC2=CC=C(C=C2)CNCC3=CC=CC=N3
P06493,CDK1,inhibitor,1,0.3033,CN(C=N1)C2=C1C(NCC3=CC=CC=C3)=NC(NCCO)=N2
Q00535,CDK5,inhibitor,3,0.3033,O=C1C=C(CC2=CC=C(Cl)C(Cl)=C2)NC3=NNC(C4CCC4)=C31
Q00535,CDK5,inhibitor,3,0.3033,CN1C=NC2=C(N=C(N=C21)NCCO)NCC3=CC=CC=C3
P24941,CDK2,inhibitor,1,0.3033,CN1C=NC2=C(N=C(N=C21)NCCO)NCC3=CC=CC=C3
,tubulin,inhibitor,1,0.3033,COC1=C(OC)C(OC)=CC(C2=CC=CN2C3=CC=C(OC)C(N)=C3)=C1
Q13153,PAK1,inhibitor,3,0.3033,O=C(NC1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)NC(CC2)CCN2C3=C4C(NN=C4)=NC=N3
Q7Z6Z7,HUWE1,inhibitor,2,0.3032,C1CN(CCN1CC2=CC=CC=C2)C3=NC=NC4=C3N=CN=C4NCC5=CC=CC(=C5)CN
Q8IXJ6,SIRT2,inhibitor,1,0.3032,C1CC(C2=C(C1)C3=C(N2)C=CC(=C3)Cl)C(=O)N
Q96EB6,SIRT1,inhibitor,3,0.3032,C1CC(C2=C(C1)C3=C(N2)C=CC(=C3)Cl)C(=O)N
Q96EB6,SIRT1,inhibitor,3,0.3032,O=C(C1C(NC2=C3C=C(Cl)C=C2)=C3CCC1)N
P68400,CSNK2A1,inhibitor,2,0.3032,OC1=C2C(C=CC=C2)=C(S(=O)(O)=O)C=C1/N=N/C3=CC(S(=O)(O)=O)=C(/C=C/C4=C(S(=O)(O)=O)C=C(/N=N/C5=CC(S(=O)(O)=O)=C6C=CC=CC6=C5O)C=C4)C=C3
P19784,CSNK2A2,inhibitor,2,0.3032,OC1=C2C(C=CC=C2)=C(S(=O)(O)=O)C=C1/N=N/C3=CC(S(=O)(O)=O)=C(/C=C/C4=C(S(=O)(O)=O)C=C(/N=N/C5=CC(S(=O)(O)=O)=C6C=CC=CC6=C5O)C=C4)C=C3
P67870,CSNK2B,inhibitor,2,0.3032,OC1=C2C(C=CC=C2)=C(S(=O)(O)=O)C=C1/N=N/C3=CC(S(=O)(O)=O)=C(/C=C/C4=C(S(=O)(O)=O)C=C(/N=N/C5=CC(S(=O)(O)=O)=C6C=CC=CC6=C5O)C=C4)C=C3
,tubulin,inhibitor,1,0.3032,COC1=C(C2=C(C=C1)C(=CCCC2)C3=CC(=C(C(=C3)OC)OC)OC)O
,tubulin,inhibitor,1,0.3032,COC1=C(OC)C=C(N(C2=CC(N(C)C=C3)=C3C=C2)C=C4)C4=C1OC
O14965,AURKA,inhibitor,1,0.3031,CC(CCNC(CN1C=C(C2=CC=C(C(C4=NC(C=CC=C5)=C5N4)=NN3)C3=C2)C=N1)=O)C
O00329,PIK3CD,inhibitor,2,0.3031,O=C(N1CCC[C@@H](C1)NC2=NC=NC3=C2C=C(C4=CC=C(OC)N=C4)C=C3)C5CC5
P61073,CXCR4,inhibitor,2,0.3031,CCN(CC)CCCC(C)NC1=NC(=CC(=N1)NC2=CC3=C(C=C(N=C3C=C2)C)N)C
P06493,CDK1,inhibitor,1,0.3031,O=C(N=C(NC(CO)CC1=CC=CC=C1)S/2)C2=C\C(C=C3)=CC4=C3N=CC=C4
,tubulin,inhibitor,1,0.3031,CC(C)(C)C1=C(N=CN1)C=C2C(=O)NC(=CC3=C(C=CC(=C3)F)F)C(=O)N2
O60885,BRD4,inhibitor,1,0.3031,CC1=C(C2=CC(C(O)C3=CC=CC=C3)=CC(OC(C)=O)=C2)C(C)=NO1
Q13153,PAK1,inhibitor,3,0.3031,CCN(CC)CCCC(C)NC1=NC(=CC(=N1)NC2=CC3=C(C=C(N=C3C=C2)C)N)C
P52732,KIF11,inhibitor,1,0.3029,CN1CC2=C3C(OCC3)=CC=C2[C@@H](C4=CC=CC=C4)C1
Q96GX5,MASTL,inhibitor,1,0.3028,C1CN(CC2=C1NN=C2C=CC3=CC=CC=C3)C(=O)CCC4=CC=CS4
P11388,TOP2A,inhibitor,1,0.3028,O=C1C=C[C@@]2([H])[C@@](C(O)([H])[C@](C3=CC=CC=C3)([H])O2)([H])O1
Q8IXJ6,SIRT2,inhibitor,1,0.3027,O=C(N1CCCC1)C(C=C2)=CC=C2C(C=C3)=CC=C3C4=NC5=C(C(N)=O)C=C(C)C=C5N4
Q96EB6,SIRT1,inhibitor,3,0.3027,O=C(N1CCCC1)C(C=C2)=CC=C2C(C=C3)=CC=C3C4=NC5=C(C(N)=O)C=C(C)C=C5N4
O95271,TNKS,inhibitor,1,0.3027,O=C1NC(C2=CC=C(C(C)(C)C)C=C2)=NC3=C1SC4=C3C=CC=C4
O14757,CHEK1,inhibitor,1,0.3026,CC1=CC2=NNC(=O)N2C3=C1C=CC(=C3)C4=CC=CN4
P06493,CDK1,inhibitor,1,0.3026,CN1C=C(C2=CSC(C3=CC=C(C)C=C3)=N2)C4=C1N=CC=C4
O14757,CHEK1,inhibitor,1,0.3025,C1C(C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)N
P43351,RAD52,inhibitor,3,0.3025,OCCCNC1=C2C(C=CC=C2)=NC(NC3=CC(OC)=CC=C3OC)=N1
Q14680,MELK,inhibitor,1,0.3024,CN1CCN(C2=CC=C(N3C=C(C4=C(OCC5CCNCC5)C=NC=C4)C=N3)C=C2)CC1
Q14680,MELK,inhibitor,1,0.3024,CN(CC5)CCN5C1=CC=C(N2C=C(C3=CC=NC=C3OCC4CCNCC4)C=N2)C=C1
P42345,MTOR,inhibitor,2,0.3024,C1COCCN1C2=NC(=NC(=N2)C3=CC=C(C=C3)NC(=O)NC4=CC(=C(C=C4)Cl)C5=CC=CC=N5)N6CCOCC6
P42345,MTOR,inhibitor,2,0.3024,ClC1=CC=C(NC(NC2=CC=C(C3=NC(N4CCOCC4)=NC(N5CCOCC5)=N3)C=C2)=O)C=C1C6=NC=CC=C6
P56524,HDAC4,inhibitor,2,0.3024,[NH3+]CCCC1=NC(C(C=C2)=CC=C2C(C3C(NO)=O)C3C4CCCC=C4)=CC=C1
Q14680,MELK,inhibitor,1,0.3023,CN(CC5)CCN5C1=CC=C(N2C=C(C3=CC=NC=C3OC[C@@H]4CC[C@H](N)CC4)C=N2)C=C1
P10415,BCL2,inhibitor,1,0.3023,ClC1=CC=CC(NC2=NN=C(O2)C3=CNC4=CC=CC=C43)=C1
P06493,CDK1,inhibitor,1,0.3023,C1=CC(=C(C(=C1)F)NC(=S)N2C(=NC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N)N)F
O60885,BRD4,inhibitor,1,0.3021,O=S(NC(C=C1)=CC(C2=CC=CC=C23)=C1NC3=O)(C4=CC(Cl)=CC=C4OC)=O
O15379,HDAC3,inhibitor,1,0.302,CCCC(C(O)=O)CCC
O43474,KLF4,inhibitor,1,0.302,CCCC(CCC)C(=O)[O-].[Na+]
P49841,GSK3B,inhibitor,2,0.302,CCCC(CCC)C(=O)O
P33527,ABCC1,inhibitor,2,0.302,CCCC(CCC)C(=O)O
P56524,HDAC4,inhibitor,2,0.302,C/C=C(NC([C@@H](CSSCC/C=C/[C@@H](O1)CC2=O)NC([C@@H](C(C)C)N2)=O)=O)/C(N[C@@H](C(C)C)C1=O)=O
P49841,GSK3B,inhibitor,2,0.3018,O=C(N1CCN(C(C2=CC=C(C)C=C2)=O)CC1)CSC3=NC4=NC=CC=C4O3
Q00536,CDK16,inhibitor,3,0.3016,C1CC(CNC1)C2=CC=C(C=C2)N3C=C4C=CC=C(C4=N3)C(=O)N
P43405,SYK,inhibitor,2,0.3016,NCCNC1=NC(NC2=CC(C(F)(F)F)=CC=C2)=C(C(N(C)C)=O)C=N1
Q14680,MELK,inhibitor,1,0.3015,CC1=CC=C(C(C2=C(N)C(C#N)=C(NC(C)C)S2)=O)C=C1
P49841,GSK3B,inhibitor,2,0.3015,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34
P42345,MTOR,inhibitor,2,0.3015,CC1=NC(=NC(=N1)N2C3=CC=CC=C3N=C2NC4=CC=NN4)N
P42345,MTOR,inhibitor,2,0.3015,NC1=NC(N2C(NC3=NNC=C3)=NC4=C2C=CC=C4)=NC(C)=N1
O00418,EEF2K,inhibitor,2,0.3015,CCN1C(=O)C(=C(N(C1=O)C2CC2)N)C=O
O00329,PIK3CD,inhibitor,2,0.3015,C1CC1NC2=NC(=NC3=C2NC=N3)NC4=CC5=C(C=C4)N=CC=C5
P11802,CDK4,inhibitor,1,0.3015,CC(C1CC2=C(N=CN=C2N/N=C/C3=NC=CC=C3)S1)(C)C
Q00534,CDK6,inhibitor,1,0.3015,CC(C1CC2=C(N=CN=C2N/N=C/C3=NC=CC=C3)S1)(C)C
Q06124,PTPN11,inhibitor,3,0.3014,OC1=C2C(C(C(C(O)=CC(O)=C3C/C=C(CC[C@@H](O)C(C)=C)\C)=C3C2)=O)=C(O)C=C1
O75143,Atg13,inhibitor,2,0.3014,C1=CC=C2C(=C1)C=CC3=C2C=CC(=C3)C4=CC(=NN4C5=CC=C(C=C5)NC(=O)CN)C(F)(F)F
P53350,PLK1,inhibitor,1,0.3014,C[C@@H](OP(O)(O)=O)C(C(O)=O)NC([C@H](CO)NC([C@@H](CC1=CNC=N1)NC([C@H](CC(C)C)NC(C2N(C(C)=O)CCC2)=O)=O)=O)=O
Q13153,PAK1,inhibitor,3,0.3014,C1=CC=C2C(=C1)C=CC3=C2C=CC(=C3)C4=CC(=NN4C5=CC=C(C=C5)NC(=O)CN)C(F)(F)F
P49841,GSK3B,inhibitor,2,0.3013,CC1=NN=C(O1)C2=CC3=C(C=C2)OC=C3C4=CC=C(C=C4)SC
O00744,WNT10B,inhibitor,1,0.3013,CC1=CC(=CN=C1C2=CC(=NC=C2)C)CC(=O)NC3=NC=C(C=C3)C4=NC=CN=C4
P24941,CDK2,inhibitor,1,0.3012,NC1=NC=CC(C2=CNC3=NC=CC(OCCC)=C32)=N1
O95271,TNKS,inhibitor,1,0.3012,O=C(COC([C@@H](NC1=CC=CC(Cl)=C1)CC(C2=CC=CC=C2)=O)=O)C3=CC=C([N+]([O-])=O)C=C3
P10415,BCL2,inhibitor,1,0.3011,O=C(O)C1=NN(C2=CC=C(OC3=CC=CC=C3)C=C2)C(C4=CC=C(OC(C)C)C=C4)=C1
Q00987,MDM2,inhibitor,1,0.3011,CC1CC2C(C(C=C1CCC(=O)C)OC(=O)C)C3(CC45C(CC6C(CC4=C(C3C5OC(=O)C)C)C(=C)C(=O)O6)C)C(=O)O2
P42345,MTOR,inhibitor,2,0.301,C1=CN=C(C2=C1N(C=N2)C3C=C(C(C3O)O)CO)N
Q8IXJ6,SIRT2,inhibitor,1,0.301,CC(OC(C(N)C)=O)(C)CC1=CC=C(Cl)C=C1
Q96EB6,SIRT1,inhibitor,3,0.301,CC(OC(C(N)C)=O)(C)CC1=CC=C(Cl)C=C1
P19784,CSNK2A2,inhibitor,2,0.301,CN(C)C1=NC2=C(N1CC(=O)O)C(=C(C(=C2Br)Br)Br)Br
P67870,CSNK2B,inhibitor,2,0.301,CN(C)C1=NC2=C(N1CC(=O)O)C(=C(C(=C2Br)Br)Br)Br
Q14191,WRN,inhibitor,2,0.3009,CN(CC1=CC=CO1)S(=O)(=O)C2=NN=C(S2)NC(=O)C3=CC(=CC=C3)Cl
P33981,TTK,inhibitor,1,0.3009,C1CCC(CC1)NC2=NC(=NC3=C2NC=N3)NC4=CC=C(C=C4)N5CCOCC5
Q8TF76,HASPIN,inhibitor,1,0.3009,CCCNC1=NN2C(=NC=C2C3=CC4=C(C=C3)NN=C4)C=C1
Q13153,PAK1,inhibitor,3,0.3008,C[C@@H](C1=CC=C(NC=C2)C2=N1)NC3=NC=CC(NC4=NNC(C5CC5)=C4)=N3
P19784,CSNK2A2,inhibitor,2,0.3007,O=C1NC2=CC=CC=C2/C1=C/C3=CC=C(Cl)C(Cl)=C3
P67870,CSNK2B,inhibitor,2,0.3007,O=C1NC2=CC=CC=C2/C1=C/C3=CC=C(Cl)C(Cl)=C3
Q13153,PAK1,inhibitor,3,0.3007,CCNC1=NC2=C(N1C3=NC=NC(=N3)N)C=C(C=C2)C#CC(C)(C)O
P30304,CDC25A,inhibitor,1,0.3005,O=C1C(C2=CC=CC=C2)=CC(C3=C1N(C(C)C)C4=C3C(C5=C4C=CC=C5)=O)=O
P43405,SYK,inhibitor,2,0.3005,NC(C1=C(N=C(N(C)CCN(C)C)N=C1)NC2=CC=CC(C(F)(F)F)=C2)=O
P68400,CSNK2A1,inhibitor,2,0.3003,O=C1N(C(C)C(O)=O)C(C2=C(I)C(I)=C(I)C(I)=C21)=O
P19784,CSNK2A2,inhibitor,2,0.3003,O=C1N(C(C)C(O)=O)C(C2=C(I)C(I)=C(I)C(I)=C21)=O
P67870,CSNK2B,inhibitor,2,0.3003,O=C1N(C(C)C(O)=O)C(C2=C(I)C(I)=C(I)C(I)=C21)=O
P43405,SYK,inhibitor,2,0.3003,NCCNC1=NC(NC2=C(C)C=CC=C2)=C(C(N)=O)C=N1
P49841,GSK3B,inhibitor,2,0.3002,C1=CC=C2C(=C1)C(=C(N2)O)N=NC3=NC4=CC=CC=C4O3
P43351,RAD52,inhibitor,3,0.3002,CC1=C2C(C=CC(NC(NCCN(CC)CC)=S)=C2)=NC(N3CCN(CC)CC3)=C1
P43405,SYK,inhibitor,2,0.3002,N[C@@H]1[C@H](NC2=NC=C(C(N)=O)C(NC3=CC=C(C)C=C3)=N2)CCOC1
P43405,SYK,inhibitor,2,0.3002,CC1=CC=C(C=C1)NC2=NC(=NC=C2C(=O)N)N[C@@H]3CCOC[C@@H]3N.Cl.Cl
P43405,SYK,inhibitor,2,0.3002,N[C@H]1COCC[C@H]1NC(N=C2)=NC(NC3=CC=C(C)C=C3)=C2C(N)=O
,tubulin,inhibitor,1,0.3002,COC1=CC2=C(C=C1)N(C=C2)C(=O)C3=CC(=C(C(=C3)OC)OC)OC
P37231,PPARG,activator,2,0.3001,CCCC1=C(C=CC(=C1)OC2=CC=CC=C2)OCCCOC3=CC=CC(=C3)C4C(=O)NC(=O)S4
P27707,DCK,inhibitor,2,0.3001,O=C(N1CCCC1)CN(CC2)CCN2C3=CC(C4=CC(C=CC=C5)=C5S4)=NC=N3
P67870,CSNK2B,inhibitor,2,0.3,C1=C2C(=CC(=C1Cl)Cl)N(C=N2)C3C(C(C(O3)CO)O)O
Q13535,ATR,inhibitor,2,0.2999,CC1=C(SC(=N1)NC(=O)C)C2=CC(=C(C=C2)Cl)S(=O)(=O)NCCO
P42345,MTOR,inhibitor,2,0.2999,COC1=CC(=CC(=C1O)OC)C2=CN(C=N2)C3=NC(=NC(=N3)N4CCOCC4)N5CCOCC5
P42345,MTOR,inhibitor,2,0.2999,OC(C(OC)=C1)=C(OC)C=C1C2=CN(C=N2)C3=NC(N4CCOCC4)=NC(N5CCOCC5)=N3
P43405,SYK,inhibitor,2,0.2999,O=C(NC(S1)=NC=C1CC2=CC=C(F)C(F)=C2)CCC(N3)=NC4=CC=CC=C4C3=O
Q9NT62,ATG3,inhibitor,2,0.2998,CSC1=CC=CC=C1C(=O)NC2=NC(=CS2)C3=CC=CC=N3
P42345,MTOR,inhibitor,2,0.2996,CC1=CC=C(C=C1)S(=O)(=O)NC2=NC3=CC=CC=C3N=C2NC4=CC5=NSN=C5C=C4
Q07817,BCL2L1,inhibitor,1,0.2996,BrC1=CC=C(/C=C2SC(N(C(C(C)C)CC(O)=O)C\2=O)=S)C=C1
O60885,BRD4,inhibitor,1,0.2995,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)OCCN4CCCC4
P49841,GSK3B,inhibitor,2,0.2993,COC1=CC=C(C=C1)N2C(=NC(=NCCO)S2)C3=CC=CC=C3
P43405,SYK,inhibitor,2,0.2992,NCCNC1=NC(NC2=CC(C(F)(F)F)=CC=C2)=C(C(NC)=O)C=N1
O14980,XPO1,inhibitor,2,0.2992,CC(C)CC(=O)OC1C=C2C(C13CO3)C(OC=C2COC(=O)C)OC(=O)CC(C)C
P54132,BLM,inhibitor,3,0.2991,O=C(NC1=CC=C(F)C(C(F)(F)F)=C1)NC2=NN=C(S2)C3=CC=NC=C3
P30304,CDC25A,inhibitor,1,0.299,O=C(N1)C=C(C)C2=C1C(O)=C(N(C)C(C=C3C)=O)C3=C2
Q06124,PTPN11,inhibitor,3,0.299,ClC1=C(Cl)C(C2=NC=C(N3CCC(N)(C)CC3)N=C2N)=CC=C1
P33527,ABCC1,inhibitor,2,0.299,COC1=C(OC)C=CC(C2(SCCS2)C[C@@H](C)CN(C)CCC3=CC=C(OC)C(OC)=C3)=C1
P53350,PLK1,inhibitor,1,0.299,COC1=C(C=C(C=C1)CS(=O)(=O)C=CC2=C(C=C(C=C2OC)OC)OC)NCC(=O)O
P53350,PLK1,inhibitor,1,0.299,COC1=C(C=C(C=C1)CS(=O)(=O)/C=C/C2=C(C=C(C=C2OC)OC)OC)NCC(=O)O
P53350,PLK1,inhibitor,1,0.299,COC1=C(C=C(C=C1)CS(=O)(=O)C=CC2=C(C=C(C=C2OC)OC)OC)NCC(=O)[O-].[Na+]
P53350,PLK1,inhibitor,1,0.299,COC1=C(C=C(C=C1)CS(=O)(=O)/C=C/C2=C(C=C(C=C2OC)OC)OC)NCC(=O)[O-].[Na+]
O00418,EEF2K,inhibitor,2,0.2989,CCC(=O)NC1=CC=C(C=C1)SC2=NC(=CC(=N2)N3CCC3)NC4=NNC(=C4)C
Q8IXJ6,SIRT2,inhibitor,1,0.2989,C1CCCN(CC1)S(=O)(=O)C2=CC=CC(=C2)C(=O)NC3=CC(=CC=C3)Br
P68400,CSNK2A1,inhibitor,2,0.2989,O=C1C(C(O)=O)=CNC2=C(Cl)C=C(Cl)C(Cl)=C21
P19784,CSNK2A2,inhibitor,2,0.2989,O=C1C(C(O)=O)=CNC2=C(Cl)C=C(Cl)C(Cl)=C21
P67870,CSNK2B,inhibitor,2,0.2989,O=C1C(C(O)=O)=CNC2=C(Cl)C=C(Cl)C(Cl)=C21
O60885,BRD4,inhibitor,1,0.2989,CC1=NOC(C)=C1C2=CN(CC3=CC=C(C4OC4)C=C3)C(C=C2)=O
Q14680,MELK,inhibitor,1,0.2988,O=C(C2=C(N)C(C#N)=C(NCC=C)S2)C1=CC=CS1
,tubulin,activator,1,0.2988,CC1=NC2=CC=CC=C2C(=N1)N(C)C3=CC=C(C=C3)OC
P24941,CDK2,inhibitor,1,0.2986,O=S(C1=CC=C(NC2=NC=C(C3=CN=C4N3N=CC=C4)C=N2)C=C1)(NCCOC)=O
P06493,CDK1,inhibitor,1,0.2985,O=C(C1=C(F)C=CC=C1F)C(C=C2)=C(N)N=C2NC3=CC=C(S(N(C)C)(=O)=O)C=C3
O00418,EEF2K,inhibitor,2,0.2983,CC1=CC=CC=C1NC2=NC(=NC3=CC=CC=C32)NC4=CC=CC=C4C
P61073,CXCR4,inhibitor,2,0.2982,CN1[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](C1=O)CC2=CC=C(C=C2)O)CC3=CC4=CC=CC=C4C=C3)CCCN=C(N)N)CCCN=C(N)N
O00418,EEF2K,inhibitor,2,0.2982,ClC1=CC=C(C(CC(O)=O)NS(C2=CC=C(C#N)C=C2)(=O)=O)C(Cl)=C1
