Uniprot_Accession,Gene_Name,Classification,Confidence_Level,Similarity_Score,SMILES
Q6RVA0,MDR1,inhibitor,2,0.3107,C1C[C@H](NC1)C(=O)NC2=CC=C(C=C2)C3=NC(=NC=C3)NC4=CC=C(C=C4)N5CCOCC5
P49841,GSK3B,inhibitor,2,0.3106,CCCCCCCCCCCC(=O)NNC(=O)C1C(=O)N(C2=CC=CC=C2S1)CC
Q13535,ATR,inhibitor,2,0.3106,CS(=NC#N)C1=CC=C(C=C1)C2=CN=C(C(=N2)C(=O)NC3=CC=CC=C3)N
Q6RVA0,MDR1,inhibitor,2,0.3106,O=C(O[C@H]1[C@H](OC2=CC(OC)=CC(OC)=C2C1)C3=CC(OC)=C(OC)C(OC)=C3)C4=CC(OC)=C(OC)C(OC)=C4
P52732,KIF11,allosteric regulator,1,0.3106,CC1=C(C(NC(=S)N1C)C2=CC(=CC=C2)O)C(=O)C3=CC=CC=C3
P16152,CBR1,inhibitor,2,0.3105,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O
P16152,CBR1,inhibitor,2,0.3105,COC(=O)NCCC1=C2C(=O)C=C(C(=O)C2=NN1)NC3=CC=CC=C3
P49840,GSK3A,inhibitor,2,0.3104,C=CCOC(=O)C1=C(C=CC(=C1)C2=CC=C(O2)C=C3C(=O)NC(=S)N3)Cl
P43405,SYK,inhibitor,2,0.3104,CC1=C(C2=C(C=C1)C(=O)C3=CC=CC=C3N2CCCN)C.C(=O)(C(=O)O)O
Q13153,PAK1,inhibitor,3,0.3104,CC1=NC2=C(N1C3=NC=NC(=N3)N)C=C(C=C2)C#CC4(CCCCC4)O
P01106,MYC,inhibitor,1,0.3104,O=C1C[C@@H](C2=CC=C(OC)C=C2)OC3=CC(O[C@H]4[C@@H]([C@H]([C@@H]([C@@H](CO[C@H]5[C@@H]([C@@H]([C@H]([C@H](C)O5)O)O)O)O4)O)O)O)=CC(O)=C13
P33527,ABCC1,inhibitor,2,0.3103,C[C@H]1CCC/C=C/[C@@H]2C[C@@H](C[C@H]2[C@@H](/C=C/C(=O)O1)O)O
P43405,SYK,inhibitor,2,0.3103,CN(C)C1=CC=C(C2=CC3=NC=CC=C3C(N(C)CCCNC)=N2)C=C1
P27707,DCK,inhibitor,2,0.3102,NC1=NC(S[C@@H](C2=C(C)SC(C3=CC=C(OC)C(OCCN4CCOCC4)=C3)=N2)C)=NC(N)=C1
Q9Y297,BTRC,activator,3,0.3101,O=C1C(C(NC2=CC(C3=CC=NN3)=CC=C2)=O)=CC=C(C(F)(F)F)N1
P49841,GSK3B,inhibitor,2,0.3101,CCOC(=O)C1=CC=CC=C1NCC2=CC(=O)OC3=CC(=C(C=C23)O)O
P16152,CBR1,inhibitor,2,0.3101,O=C(C=C1OC)C2=C(NN=C2CCNC(OC3=CC=CC=C3)=O)C1=O
P49841,GSK3B,inhibitor,2,0.31,CCOC1=CN=C2C(=C1C3=CC=CC=C3)C4=C(O2)C=CC(=C4)O
O00418,EEF2K,inhibitor,2,0.3099,C1C2=CC=CC=C2NC(=O)N1C3=NC(=CS3)C4=CC=NC=C4
P43405,SYK,inhibitor,2,0.3099,COC1=CC(NC2=NC(C3=CC(NCCO4)=C4C=C3)=CN5C2=NC=C5)=CC=C1OC
O00418,EEF2K,inhibitor,2,0.3098,CCN1C(=CC(=O)NC1=O)N
O95271,TNKS,inhibitor,1,0.3098,CC1=C(C)C(C(N)=O)=C(NC(COC2=CC=C(CC)C=C2F)=O)S1
Q9NS87,KIF15,inhibitor,3,0.3097,COC1=C(N(S(=O)(C2=CC=CC=C2)=O)CC(NC3=C(C)C=C(Cl)C=C3)=O)C=CC(OC)=C1
P43405,SYK,inhibitor,2,0.3097,CN(C)C1=CC=C(C2=CC3=NC=CC=C3C(N(C)CCCN(C)C)=N2)C=C1
P43405,SYK,inhibitor,2,0.3097,COC1=CC(NC2=NC(C3=CC(C=NN4)=C4C=C3)=CN5C2=NC=C5)=CC=C1OC
Q9BYW2,SETD2,inhibitor,1,0.3097,O=C(C1=C(OC)C(C=CC(C)(C)O2)=C2C=C1)CC3=CC=C(OC)C(OC)=C3F
P49841,GSK3B,inhibitor,2,0.3096,CN1C(=O)C=C(N=C1SCC2=CN(N=N2)C3=CC(=CC=C3)[N+](=O)[O-])C4=CC=CC=C4
Q06609,RAD51,inhibitor,3,0.3096,O=C(C(N1CCOCC1)=C2Cl)N(C3=CC=C(Cl)C(Cl)=C3)C2=O
P10415,BCL2,inhibitor,1,0.3096,ClC1=CC=CC(NC2=NN=C(O2)C3=CNC4=CC=CC=C43)=C1
P61073,CXCR4,inhibitor,2,0.3096,ClC1=CC=C(C=C1)CNC2=CN=C(NCC3=CC=C(Cl)C=C3)C=C2
,tubulin,inhibitor,1,0.3096,COC1=C(OC)C=C(N(C2=CC(N=CC=C3)=C3C=C2)C=C4)C4=C1OC
Q13153,PAK1,inhibitor,3,0.3096,CCN1C=NC2=C(N=C(N=C21)NC3CCCCC3N)NC4=CC(=CC=C4)Cl
Q8TDX7,NEK7,inhibitor,1,0.3095,O=S(C1=CC(NC2=NC(OCC3CCCCC3)=C(N=CN4)C4=N2)=CC=C1)(NCCCN(C)C)=O
P43405,SYK,inhibitor,2,0.3095,NCCCN(C)C1=NC(C2=CC=C(N(C)C)C=C2)=CC3=NC=CC=C31
P43405,SYK,inhibitor,2,0.3095,OCCN(C)C1=CC=C(NC2=NC(C(C=C3)=CC4=C3C=NN4)=CN5C2=NC=C5)C=C1
Q6RVA0,MDR1,inhibitor,2,0.3095,O=C(O1)C=CC[C@H]1/C=C/C2=CC=C(OC)C=C2
Q6RVA0,MDR1,inhibitor,2,0.3095,O=C(O1)C=CC[C@@H]1/C=C/C2=CC=C(OC)C=C2
P31749,AKT1,inhibitor,1,0.3095,CCN1C2=C(C=C(C=C2)N3C(=CN=N3)C4=CC=CC=C4)C5=CC=CC=C51
P27707,DCK,inhibitor,2,0.3095,NC1=NC(SCC2=C(CCC)SC(C3=CC(F)=CC(OCCNS(=O)(C)=O)=C3)=N2)=NC(N)=C1
P30304,CDC25A,inhibitor,1,0.3094,CCCCCCCCCCCCCCC/C(NCC1=CC=CC=C1)=C2C(C(CO)OC\2=O)=O
P68400,CSNK2A1,inhibitor,2,0.3094,O=C(NC1=CC=CC=C/21)C2=C/C3=C(C)C=C(C)N3
P19784,CSNK2A2,inhibitor,2,0.3094,CC1=CC(=C(N1)C=C2C3=CC=CC=C3NC2=O)C
P67870,CSNK2B,inhibitor,2,0.3094,CC1=CC(=C(N1)C=C2C3=CC=CC=C3NC2=O)C
P33981,TTK,inhibitor,1,0.3094,CN1N=CC(C2=CC=C(NC3=NC(NC4CCCCC4)=C(C#N)C=C3)C=C2OCC#N)=C1
P33981,TTK,inhibitor,1,0.3094,N#CCOC1=CC(NC2=CC=C(C#N)C(NC3CCCCC3)=N2)=CC=C1C4=CN(C)N=C4
Q6RVA0,MDR1,inhibitor,2,0.3093,COC1=C(OC)C=C(CCN(CCC2=CC=C(N3C=C(COC4=CC=CC=C4)N=N3)C=C2)C5)C5=C1
Q6RVA0,MDR1,inhibitor,2,0.3093,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)OC)OC
Q09472,EP300,inhibitor,1,0.3093,O=S(C(CC1=CC=C(OC(C)(C)C=C2)C2=C1)C3=CC=CC=C3)(C4=CC(OC)=C(OC)C=C4)=O
P27707,DCK,inhibitor,2,0.3093,NC1=NC(SCC2=C(CCC)SC(C3=CC=C(OC)C(OCCNS(=O)(C)=O)=C3)=N2)=NC(N)=C1
,tubulin,activator,1,0.3093,COC1=C(C2=C(C=C1)C(=CCCC2)C3=CC(=C(C(=C3)OC)OC)OC)N
Q14191,WRN,inhibitor,2,0.3092,C1CN(CCN1C(=O)C2=CC(=CC=C2)N3C=CC=C3)S(=O)(=O)C4=CC=CC=C4
Q00535,CDK5,inhibitor,3,0.3092,CC(C)N1C2=NC(C3=CC=C(C([H])=O)C=C3)=NC(NCCOC)=C2N=C1
P49841,GSK3B,inhibitor,2,0.3091,COC1=CN=C2C(=C1C3=CC=CC=C3)C4=C(O2)C=CC(=C4)O
O15379,HDAC3,inhibitor,1,0.3089,O=C(CCCCCC(NC3=CC=CC=C3N)=O)CC1=NC(C2=CC=CC(NC(OC(C)(C)C)=O)=C2)=CS1
P49841,GSK3B,inhibitor,2,0.3089,CC1=C(C)N=C(C)C(COC2=CC=C(/C=C3OC(C(Br)=C\3Br)=O)C=C2OC)=N1
P43405,SYK,inhibitor,2,0.3089,O=C(N)C1=C(NC2=NC(C3=CC(F)=CC=C3)=CC=C2)C=C(N[C@@H]4CCCC[C@@H]4N)C=C1
Q92831,KAT2B,inhibitor,2,0.3089,O=C1N(CC(NC2=C(C)C=C(F)C=C2)=O)SC3=CC(C)=CC(C)=C31
P30304,CDC25A,inhibitor,1,0.3088,CC(C=C(C)C=C1C)=C1N2C3=CC=NC=C3N=C2SCC(C4=CC=C(O)C(O)=C4)=O
Q00535,CDK5,inhibitor,3,0.3088,CC(NC=N1)=C1C2=NC=CC3=C2NC4=C3C=CC=C4
P43405,SYK,inhibitor,2,0.3088,O=C(N)C1=C(NC2=NC(C3=CC=C(OC)C=C3)=CC=C2)C=C(N[C@@H]4CCCC[C@@H]4N)C=C1
O60885,BRD4,inhibitor,1,0.3088,BrC1=CC(S(NC2=C(OC)C=C(ON=C3C)C3=C2)(=O)=O)=C(OC)C=C1
Q9ULW0,TPX2,inhibitor,1,0.3088,O=C(C1=C(O)C=CC(O[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@H](CO)C2)=C1OC)COC3=CC=CC=C3C[C@H]4[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)C4
Q9ULW0,TPX2,inhibitor,1,0.3088,O=C(C1=C(O)C=CC(O[C@H]2[C@H](O)[C@H](O)[C@H](O)[C@H](CO)C2)=C1OC)COC3=CC=CC=C3C[C@H]4[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)C4
P33981,TTK,inhibitor,1,0.3087,N#CC(C=CC=C1)=C1NC2=NN(C(C=C3)=N2)C=C3C(C=C4)=CC=C4NC(CC5=CC=CC=C5)=O
Q6RVA0,MDR1,inhibitor,2,0.3087,CC/C(C1=CC=C(OCCO)C=C1)=C(CC)\C2=CC=C(OCCO)C=C2
P24941,CDK2,inhibitor,1,0.3087,CC(C)N1C=NC2=C(N=C(N=C21)NCCCO)NCC3=CC=CC=C3
P33981,TTK,inhibitor,1,0.3087,N#CC1=CC=CC=C1NC2=NN3C(C=CC(C4=CC=C(NC(CC5=CC=CC=C5)=O)C=C4)=C3)=N2
O60885,BRD4,inhibitor,1,0.3087,O=C1C2=C(OC)C=C(OC)C=C2N=C(C3=CC(C)=C(OCCO)C(C)=C3)N1
O75914,PAK3,inhibitor,3,0.3087,OC(C=C1)=CC=C1C2=C(C#N)C(SCC3=CC=CC=C3)=NC(N)=C2C#N
Q8TF76,HASPIN,inhibitor,1,0.3086,O=C(/C(CC1)=C/C2=CNC3=NC=CC=C32)C4=C1C=C(O)C=C4
P49840,GSK3A,inhibitor,2,0.3085,C1COC2=C(O1)C=CC(=C2)C3=NN=C(O3)SCC4=CC=C(C=C4)C5=C(C=C(C=C5)F)C(=O)N
P49841,GSK3B,inhibitor,2,0.3085,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C(=C(C=C3O)O)NCCN
P24941,CDK2,inhibitor,1,0.3085,CC(C)C(CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NC3=CC(=CC(=C3)N)Cl
,tubulin,inhibitor,1,0.3085,CC(C)(C)C1=C(N=CN1)C=C2C(=O)NC(=CC3=CC(=CC=C3)C(=O)C4=CC=CC=C4)C(=O)N2
Q9HC98,NEK6,inhibitor,3,0.3085,CC(C)C(CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NC3=CC(=CC(=C3)N)Cl
P42345,MTOR,inhibitor,2,0.3083,CC1COCCN1C2=CC(=NN3C2=NC=C3)C4=CC=C(C=C4)NC(=O)NC5=CC=NC=C5
P42345,MTOR,inhibitor,2,0.3083,O=C(NC1=CC=NC=C1)NC2=CC=C(C(C=C3N4[C@@H](C)COCC4)=NN5C3=NC=C5)C=C2
P33527,ABCC1,inhibitor,2,0.3083,CC#CC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O
P33527,ABCC1,inhibitor,2,0.3083,CC#C[C@@]1(CC[C@@H]2[C@@]1(C[C@@H](C3=C4CCC(=O)C=C4CC[C@@H]23)C5=CC=C(C=C5)N(C)C)C)O
P37231,PPARG,activator,2,0.3082,CCCCCC(=O)[C@@H]1[C@H]2CC3=C(COC(=C3)/C=C/C)C(=O)[C@@]2(OC1=O)C
P37231,PPARG,activator,2,0.3082,CCCCCCCC(=O)[C@@H]1[C@H]2CC3=C(COC(=C3)/C=C/C)C(=O)[C@@]2(OC1=O)C
P68400,CSNK2A1,inhibitor,2,0.3082,ClC1=CC=CC(NC2=NC3=C(/C=C4NC(NC/4=O)=O)C=NN3C=C2)=C1
P19784,CSNK2A2,inhibitor,2,0.3082,ClC1=CC=CC(NC2=NC3=C(/C=C4NC(NC/4=O)=O)C=NN3C=C2)=C1
P67870,CSNK2B,inhibitor,2,0.3082,ClC1=CC=CC(NC2=NC3=C(/C=C4NC(NC/4=O)=O)C=NN3C=C2)=C1
P43405,SYK,inhibitor,2,0.3082,NCCNC1=NC(NC2=CC(OC)=CC(OC)=C2)=C(C(N)=O)C3=NC=CN13
P30291,WEE1,inhibitor,1,0.3082,O=C(N(C1=C(Cl)C=CC=C1)C2=NC=CN23)C4=C3N=C(NC5CCCCC5)N=C4
P06493,CDK1,inhibitor,1,0.3081,C1(NN=C2C3=NC(C=CC=C4)=C4N3)=C2C=C(C5=CN=CC6=C5C=CC=C6)C=N1
P33527,ABCC1,inhibitor,2,0.3081,CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC
,tubulin,inhibitor,1,0.3081,CC(C=C(C)C=CC=CC(=O)NC(C(=O)NC=CCC(CC=C(C)Cl)OC(=O)N)C(C)(C)C)C1CC=C(C(=O)O1)OC
P42345,MTOR,inhibitor,2,0.308,CC1=NC(=NC(=N1)N)C2=C(N=C3N2C=CC=C3)NC4=CC=NN4
P42345,MTOR,inhibitor,2,0.308,NC1=NC(C2=C(NC3=NNC=C3)N=C4N2C=CC=C4)=NC(C)=N1
Q14191,WRN,inhibitor,2,0.308,CCOC1=CC=C(C=C1)C2=NC3=CC(=O)NN3C(=N2)SCC(=O)NC4=CC(=C(C=C4)C)C
P37231,PPARG,activator,2,0.3079,ClC(C=C1)=CC=C1C2=NC(COC3=CC=CC(CN(C(OC)=O)CC(O)=O)=C3)=C(C)O2
P68400,CSNK2A1,inhibitor,2,0.3079,ClC1=CC=CC=C1NC2=NC3=C(C4=NN=CN4)C=CC=C3N5C2=CC=C5
P19784,CSNK2A2,inhibitor,2,0.3079,ClC1=CC=CC=C1NC2=NC3=C(C4=NN=CN4)C=CC=C3N5C2=CC=C5
P67870,CSNK2B,inhibitor,2,0.3079,ClC1=CC=CC=C1NC2=NC3=C(C4=NN=CN4)C=CC=C3N5C2=CC=C5
O14980,XPO1,inhibitor,2,0.3079,O=C(C(COCCC(C)(C)C)=C1C)N(NC2=NC(Cl)=C(C(F)(F)F)C=C2)C1=O
P43351,RAD52,inhibitor,3,0.3078,C1C2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)O)OC(=O)C4=CC(=C(C(=C4C5=C(C(=C(C=C5C(=O)O1)O)O)O)O)O)O)O
P43351,RAD52,inhibitor,3,0.3078,OC1=CC(C(OC[C@H]2O[C@@H](OC(C3=CC(O)=C(O)C(O)=C3)=O)[C@H](O)[C@H]4[C@@H]2O)=O)=C(C5=C(C(O4)=O)C=C(O)C(O)=C5O)C(O)=C1O
P43405,SYK,inhibitor,2,0.3078,COC1=CC(NC2=NC(C(C=C3)=CC4=C3C=NN4)=CN5C2=NC=C5)=CC=C1
P42345,MTOR,inhibitor,2,0.3077,NC(N=C1)=NC=C1C2=NC(N3CCOCC3)=NC(C4=CC=C(CN5CCN(S(C)(=O)=O)CC5)S4)=N2
P20248,CCNA2,inhibitor,3,0.3077,CC1=NC=C(N1C(C)C)C2=NC(=NC=C2)NC3=CC=C(C=C3)S(=O)(=O)C
P06493,CDK1,inhibitor,1,0.3077,CS(C(C=C1)=CC=C1NC2=NC(C3=CN=C(C)N3C(C)C)=CC=N2)(=O)=O
P11802,CDK4,inhibitor,1,0.3077,CC1=NC=C(N1C(C)C)C2=NC(=NC=C2)NC3=CC=C(C=C3)S(=O)(=O)C
Q00534,CDK6,inhibitor,1,0.3077,CC1=NC=C(N1C(C)C)C2=NC(=NC=C2)NC3=CC=C(C=C3)S(=O)(=O)C
P36507,MAP2K2,allosteric regulator,1,0.3077,COC1=CC(=C(C(=C1NS(=O)(=O)C2(CC2)CC(CO)O)NC3=C(C=C(C=C3)I)F)F)F
P24941,CDK2,inhibitor,1,0.3077,CC1=NC=C(N1C(C)C)C2=NC(=NC=C2)NC3=CC=C(C=C3)S(=O)(=O)C
O75914,PAK3,inhibitor,3,0.3077,NC1=C(C#N)C(C2=C(C)C=CC=C2)=C(C#N)C(SCC3=CC=CC=C3)=N1
P29375,KDM5A,inhibitor,2,0.3075,O=C1C(C(C)C)=C(C2=CC=CC=C2)NC3=C(C#N)C=NN31
,tubulin,inhibitor,1,0.3075,COC1=CC=CC=C1C=C2C(=O)NC(=CC3=C(C(=CC=C3)Cl)Cl)C(=O)N2CC=C
O60885,BRD4,inhibitor,1,0.3075,FC1=CC(CN2C(C=CC(C3=C(C)ON=C3C)=C2)=O)=CC=C1C4CO4
P49841,GSK3B,inhibitor,2,0.3073,CC1=C(C=C(C=C1)N2C=C(N=N2)CSC3=NC(=CC(=O)N3C)C4=CC=CC=C4)C
P42345,MTOR,inhibitor,2,0.3073,CC(=O)C1=CC=C(C=C1)NC2=C3C=COC3=NC4=C2C=CC(=C4)OC
Q00535,CDK5,inhibitor,3,0.3073,O=C(C1=C(N)N=C(NC2=CC=C(S(=O)(N)=O)C=C2)S1)C3=CC=CC=C3[N+]([O-])=O
P43405,SYK,inhibitor,2,0.3073,COC1=CC=C(C2=CC3=NC=C(C4=CC=CC=C4)C=C3C(NCCCN)=N2)C=C1
P24941,CDK2,inhibitor,1,0.3073,O=C(C1=C(N)N=C(NC2=CC=C(S(=O)(N)=O)C=C2)S1)C3=CC=CC=C3[N+]([O-])=O
P27707,DCK,inhibitor,2,0.3073,CC1=C([C@H](SC2=NC(N)=CC(N)=N2)C)N=C(C3=CC=C(OC)C(OCCNS(=O)(C)=O)=C3)S1
,tubulin,inhibitor,1,0.3073,COC1=C(OC)C(OC)=CC(N2C(C3=CC=C(OC)C([N+]([O-])=O)=C3)=NN=N2)=C1
P11388,TOP2A,inhibitor,1,0.3073,OC1=CC=CC(C2=CC(C3=CC=CS3)=NC4=C2CC5=C4C=CC=C5)=C1
P37231,PPARG,activator,2,0.3072,O=C(NCC1=C(OCCC)C=CC(C(NS(C2=CC=CC=C2)(=O)=O)=O)=C1)C3=CC=C(C4=NC=CC=N4)C=C3
O00418,EEF2K,inhibitor,2,0.3072,CN1C2=NC(=C(C=C2C(=O)N(C1=O)C)C(=O)N)N
O14757,CHEK1,inhibitor,1,0.3072,C#CC1(C(OC(C1O)N2C=CC(=NC2=O)N)CO)O
O15379,HDAC3,inhibitor,1,0.3071,CCCC(C(O)=O)CCC
O43474,KLF4,inhibitor,1,0.3071,CCCC(CCC)C(=O)[O-].[Na+]
P49841,GSK3B,inhibitor,2,0.3071,CCCC(CCC)C(=O)O
P33527,ABCC1,inhibitor,2,0.3071,CCCC(CCC)C(=O)O
P24941,CDK2,inhibitor,1,0.3071,BrC1=C2N=C(C3=C(F)C=CC=C3)C=C(NC4=C[N+]([O-])=CC=C4)N2N=C1
Q92831,KAT2B,inhibitor,2,0.3071,O=C1N(C2=NC3=C(C=CC=C3)S2)SC4=CC=CC=C41
,tubulin,activator,1,0.3071,CCC1=C(C=C2CCC3C(C2=C1)CCC4(C3CCC4S(=O)(=O)C)C)OS(=O)(=O)N
,tubulin,inhibitor,1,0.3071,COC1=CC2=C(C=C1)N(C=C2)C(=O)C3=CC(=C(C(=C3)OC)OC)OC
Q14680,MELK,inhibitor,1,0.307,O=C(C2=CC=C(Br)S2)C1=C(N)C(C#N)=C(NCCN3CCNCC3)S1
P06493,CDK1,inhibitor,1,0.307,CCCCOC1=C2C(NN=C2)=NC=C1C(C3=C(F)C=C(C)C=C3F)=O
P06493,CDK1,inhibitor,1,0.307,CCCCOC1=C(C=NC2=NNC=C12)C(=O)C3=C(C=C(C=C3F)C)F
P24941,CDK2,inhibitor,1,0.307,CCCCOC1=C(C=NC2=NNC=C12)C(=O)C3=C(C=C(C=C3F)C)F
P24941,CDK2,inhibitor,1,0.307,CC1=CC(F)=C(C(C2=C(OCCCC)C(C=NN3)=C3N=C2)=O)C(F)=C1
O00418,EEF2K,inhibitor,2,0.3069,OC1=C(C(C)=O)C=C(CC2=C(O)C(C(/C=C/C3=CC=CC=C3)=O)=C(OC(C)(C)C=C4)C4=C2O)C(O)=C1C
O14757,CHEK1,inhibitor,1,0.3069,C1=CC=C(C=C1)C2=CC(=NC(=C2C#N)NC(=S)NC3=CC=CC=C3)C4=CC=CC=C4
P05771,PRKCB,inhibitor,1,0.3069,CC1=C(C(=C(C(=C1O)C(=O)C)O)CC2=C(C(=C3C(=C2O)C=CC(O3)(C)C)C(=O)C=CC4=CC=CC=C4)O)O
O00418,EEF2K,inhibitor,2,0.3069,CC1=C(C(=C(C(=C1O)C(=O)C)O)CC2=C(C(=C3C(=C2O)C=CC(O3)(C)C)C(=O)C=CC4=CC=CC=C4)O)O
,tubulin,activator,1,0.3067,CC12CCC3C(C1CCC2OS(=O)(=O)N)CCC4=CC(=C(C=C34)OC)OS(=O)(=O)N
,tubulin,inhibitor,1,0.3067,S=C(NCCCCCC)N/N=C(C1)/C2=C(C(C=CC=C3)=C3C=C2)OC41CCCCC4
P52732,KIF11,inhibitor,1,0.3067,O=C(NC1=CC=C(/N=N/C2=CC=C(NC(CSCC(C(O)=O)NC(C)=O)=O)C=C2)C=C1)CNC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5
O14757,CHEK1,inhibitor,1,0.3066,COC(=O)C1=CN=C(C=C1NCC2CCNCC2)NC3=NC=C(N=C3)C#N
P10415,BCL2,inhibitor,1,0.3066,OC1=C(C(C=C(C2=CC=C(O)C(O)=C2)O3)=O)C3=C(OC)C(O)=C1
Q13177,PAK2,inhibitor,3,0.3065,C[Si](C)(C(C)(C)C)O[C@@H]1[C@@]2([H])[C@](C[C@@H](O)C[C@]2(CO)C)(C)[C@]3([H])C[C@@H](C)C[C@@H](O[Si](CC)(CC)CC)[C@@]3([H])C1
P37231,PPARG,activator,2,0.3065,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC(=NC=N3)OC4=CC=C(C=C4)OC
P06493,CDK1,inhibitor,1,0.3065,OCC(C(C)C)NC1=NC2=C(C(C)C)C=NN2C(NCC3=CC(Cl)=CC=C3)=N1
,tubulin,activator,1,0.3065,CC1=CC(=CC(=C1O)C)C=C2CC3=CC(=C(C(=C3C2=O)N)OC)OC
P06493,CDK1,inhibitor,1,0.3064,O=C(C(C=C1)=CC=C1NC2=NC(NC=N3)=C3C(OCC4CCCCC4)=N2)N
Q00535,CDK5,inhibitor,3,0.3064,O=C(N1)N(C2=CSC(C3=CC=NC=C3)=N2)CC4=C1C=C(F)C=C4
,tubulin,activator,1,0.3064,CN1C=CC2=C1C=CC(=C2)NS(=O)(=O)C3=CC(=C(C(=C3)OC)OC)OC
P52732,KIF11,inhibitor,1,0.3064,CN1CC2=C3C(OCC3)=CC=C2[C@@H](C4=CC=CC=C4)C1
P37231,PPARG,activator,2,0.3062,CO[C@H](C(O)=O)CC(C=C1)=CC=C1C#CCCCCC(C=C2)=CC=C2CC3=CC=CC=C3
P43405,SYK,inhibitor,2,0.3062,NCCCNC1=NC(C2=CC=CC(C3=CSC=C3)=C2)=CC4=NC=CC=C41
O15379,HDAC3,inhibitor,1,0.3061,O=C(CCCCCC(NC3=CC=CC=C3N)=O)CC1=NC(C2=CC=CC(NC(OCC)=O)=C2)=CS1
P29375,KDM5A,inhibitor,2,0.3059,CC1=CC=C(C=C1)NC2=CC(=O)C3=C(C2=O)N=C(S3)C
P42345,MTOR,inhibitor,2,0.3059,C1OC2=C(O1)C=C3C(=C2)C(=C4C=COC4=N3)OC5=CC=C(C=C5)[N+](=O)[O-]
P42345,MTOR,inhibitor,2,0.3059,O=[N+](C(C=C1)=CC=C1OC2=C3C(OC=C3)=NC4=CC5=C(OCO5)C=C42)[O-]
P61073,CXCR4,inhibitor,2,0.3058,FC1=CC(NCC2=NC(CNC3=CC(F)=CC=C3)=CC=C2)=CC=C1
P11802,CDK4,inhibitor,1,0.3058,CC(C1CC2=C(N=CN=C2N/N=C/C3=NC=CC=C3)S1)(C)C
Q00534,CDK6,inhibitor,1,0.3058,CC(C1CC2=C(N=CN=C2N/N=C/C3=NC=CC=C3)S1)(C)C
Q9BYW2,SETD2,inhibitor,1,0.3058,O=S(N(C(C)(C)C)CC1=CC2=C(OC(C)(C)C=C2)C=C1)(C3=CC=C([N+]([O-])=O)C=C3)=O
,tubulin,inhibitor,1,0.3058,CC=CCC(CC=CNC(=O)C(C(C)(C)C)NC(=O)C=CC=CC(=CC(C)C1CC=C(C(=O)O1)OC)C)OC(=O)N
,tubulin,inhibitor,1,0.3058,O=C(CN(C)C)CC1=CC=CC2=C1N(CC2)S(C3=CC=C(OC)C=C3)(=O)=O
Q8IXJ6,SIRT2,inhibitor,1,0.3057,O=C(CC(C1)=C)C(CC2=C(C=CC=C3)C3=CC=C2O)=C1C4=CC=CC=C4
P43405,SYK,inhibitor,2,0.3057,COC1=CC(NC2=NC(C3=CC=C(C(N)=O)C=C3)=CN4C=CN=C24)=CC=C1OC
P52732,KIF11,inhibitor,1,0.3057,CC1=CC=C(C=C1)N2C(=NN=N2)C(=CN(C)C)C(=O)C3=CC(=CC=C3)C(F)(F)F
P11388,TOP2A,inhibitor,1,0.3057,CCN(CC)CCNC1=C2C3=C(C=C1)N=CN3C4=C(C2=O)C=C(C=C4)O
P11388,TOP2A,inhibitor,1,0.3057,CN(C)CCN1C(=O)C2=CC=CC3=CC(=CC(=C32)C1=O)N
O14777,NDC80,inhibitor,1,0.3056,CC1=C(C2=CN=C(NC(C3=CC=NC(F)=C3)=O)S2)C(C)=CC(OC4=CC=C(OC)C=C4)=C1
P11388,TOP2A,inhibitor,1,0.3056,[OH2+][Cu-3]1(N2CCNCC2)(N3CCNCC3)[NH+]([C@]4([H])O[C@@](CO)([H])[C@@]([H])(O)[C@@]([H])(O)[C@@]4([H])O)CC[NH+]1[C@@]5([H])O[C@](CO)([H])[C@]([H])(O)[C@]([H])(O)[C@]5([H])O
P11388,TOP2A,inhibitor,1,0.3056,OC1=CC=CC(C2=NC(C(C=CC=C3)=C3C4=O)=C4C(C5=CC=C(O)C=C5)=C2)=C1
P49841,GSK3B,inhibitor,2,0.3055,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O
P49841,GSK3B,inhibitor,2,0.3054,CC(=O)OC1=C(C2=CC=CC=C2N1)C3=CC=CC4=CC=CC=C43
,tubulin,activator,1,0.3053,CC1CC2=CC(=C(C=C2CN1CC3=CC(=CC=C3)OC)OC)OS(=O)(=O)N
